,Restaurant Name,City,Cuisine,Meal Name,Meal Price (€),Restaurant Rating,Meal Rating
296,Spicy Delights Chemnitz,Chemnitz,Indian,Aloo Paratha,78.23,5.0,1.2
297,Authentic Eats Hanover,Hanover,Mediterranean,Saganaki,8.97,3.1,3.5
298,Divine Grill Heilbronn,Heilbronn,French,French Onion Soup,58.36,1.2,2.3
299,Cozy Bites Bremerhaven,Bremerhaven,Mexican,Horchata,45.28,4.8,1.5
300,Heavenly Burger Spot Frankfurt am Main,Frankfurt am Main,Thai,Som Tum (Papaya Salad),61.36,3.4,3.4
301,Zesty Cuisine Pforzheim,Pforzheim,French,Crème Brûlée,60.0,1.4,4.1
302,Delicious Table Wuppertal,Wuppertal,Japanese,Onigiri,22.45,3.8,1.0
303,Divine Oasis Kassel,Kassel,French,Beef Bourguignon,43.77,2.5,3.4
304,Vibrant House Bremerhaven,Bremerhaven,Italian,Risotto,5.07,1.9,4.3
305,Sizzling Kitchen Hamburg,Hamburg,Japanese,Tonkatsu,71.68,1.7,3.1
306,Divine Bites Göttingen,Göttingen,Turkish,Kumpir,26.77,3.5,1.9
307,Fusion Flavors Koblenz,Koblenz,French,Macarons,17.23,4.5,2.6
308,Flavorful Kitchen Heidelberg,Heidelberg,German,Eisbein mit Sauerkraut,54.38,3.9,4.1
309,Exquisite Cellar Reutlingen,Reutlingen,Chinese,Spring Rolls,47.72,2.0,1.8
310,Zesty Corner Magdeburg,Magdeburg,French,Tarte Tatin,20.67,3.4,2.3
311,Crispy Delights Leverkusen,Leverkusen,Mediterranean,Tzatziki,2.05,3.4,3.5
312,Divine Retreat Halle (Saale),Halle (Saale),French,Coq au Vin,64.65,2.1,2.3
313,Sizzling Corner Frankfurt am Main,Frankfurt am Main,Japanese,Udon Noodles,69.49,4.3,4.6
314,Zesty Resto Magdeburg,Magdeburg,Turkish,Manti,45.2,4.1,2.7
315,Tasty Gastronomy Bonn,Bonn,Turkish,Etli Ekmek,77.48,3.9,2.7
316,Smoky Table Chemnitz,Chemnitz,Italian,Tagliatelle al Tartufo,14.21,3.0,1.5
317,Tasty Burger Spot Heidelberg,Heidelberg,Thai,Panang Curry,17.51,2.8,2.1
318,Grand Resto Stuttgart,Stuttgart,Chinese,Bok Choy Stir Fry,20.99,2.9,4.4
319,Savory Eats Gelsenkirchen,Gelsenkirchen,Turkish,Adana Kebab,26.26,1.2,2.2
320,Flavorful Kitchen Bonn,Bonn,Italian,Penne Arrabbiata,2.53,1.5,4.4
321,Spicy Den Reutlingen,Reutlingen,Thai,Green Curry,50.99,2.3,4.8
322,Vibrant Nest Gelsenkirchen,Gelsenkirchen,Thai,Satay Skewers,7.16,3.0,2.2
323,Sizzling Kitchen Essen,Essen,Indian,Palak Paneer,75.91,2.4,3.8
324,Rustic Grove Bielefeld,Bielefeld,Indian,Butter Chicken,22.17,4.1,1.8
325,Exotic Diner Gelsenkirchen,Gelsenkirchen,French,Tarte Tatin,12.87,4.0,4.2
326,Savory Tavern Nuremberg,Nuremberg,Chinese,Sweet & Sour Chicken,68.23,3.8,1.2
327,Heavenly Pizza House Munich,Munich,German,Currywurst,55.09,3.9,1.6
328,Zesty Bistro Heilbronn,Heilbronn,German,Bratwurst,58.33,2.6,3.2
329,Crispy Kitchen Halle (Saale),Halle (Saale),Italian,Tiramisu,12.4,4.2,2.0
330,Cozy Table Reutlingen,Reutlingen,German,Schnitzel,73.2,2.0,4.0
331,Fusion Grill Duisburg,Duisburg,Thai,Tod Mun Pla (Fish Cakes),31.09,3.5,2.2
332,Divine Food Spot Pforzheim,Pforzheim,Turkish,Cacik,77.36,1.7,3.1
333,Vibrant Cuisine Frankfurt am Main,Frankfurt am Main,Mexican,Mole Poblano,58.61,2.2,3.8
334,Crispy Oasis Augsburg,Augsburg,Japanese,Yakitori,3.28,2.4,4.4
335,Rustic Palace Halle (Saale),Halle (Saale),Thai,Satay Skewers,2.96,3.7,2.2
336,Smoky Pizza House Leverkusen,Leverkusen,French,Macarons,37.17,4.9,2.5
337,Royal House Leipzig,Leipzig,German,Labskaus,57.36,3.8,1.6
338,Yummy Cuisine Magdeburg,Magdeburg,Italian,Pasta Carbonara,24.89,2.9,2.0
339,Zesty Burger Spot Mainz,Mainz,Japanese,Sushi Combo,25.27,1.6,3.3
340,Juicy Food Spot Munich,Munich,Japanese,Miso Soup,35.61,3.8,1.5
341,Savory Diner Berlin,Berlin,Mexican,Nachos,57.3,3.7,4.5
342,Savory Kitchen Dortmund,Dortmund,Mediterranean,Saganaki,47.77,1.3,3.7
343,Golden Nest Magdeburg,Magdeburg,Mexican,Elote,12.78,2.7,3.7
344,Zesty Food Spot Herne,Herne,Italian,Pasta Carbonara,28.0,1.8,1.1
345,Sizzling Cafe Hamburg,Hamburg,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),78.14,4.0,3.4
346,Spicy Burger Spot Lübeck,Lübeck,Indian,Palak Paneer,69.19,4.4,2.0
347,Fusion Table Bergisch Gladbach,Bergisch Gladbach,German,Bratwurst,14.94,2.4,1.5
348,Fusion Cellar Oberhausen,Oberhausen,French,Beef Bourguignon,33.2,1.2,4.4
349,Spicy Oasis Kassel,Kassel,Japanese,Tonkatsu,35.1,1.6,1.9
350,Grand Retreat Aachen,Aachen,Mediterranean,Shawarma,30.4,1.9,3.6
351,Exquisite Corner Heilbronn,Heilbronn,Japanese,Tonkatsu,29.44,4.1,2.5
352,Zesty Burger Spot Mainz,Mainz,Mediterranean,Grilled Halloumi,8.73,2.6,4.9
353,Elegant Cuisine Regensburg,Regensburg,Italian,Bruschetta,3.94,2.6,4.2
354,Smoky Den Nuremberg,Nuremberg,Chinese,Hot and Sour Soup,64.48,3.1,2.0
355,Cozy Burger Spot Essen,Essen,Chinese,Sesame Chicken,5.49,1.1,2.0
356,Exotic Grove Magdeburg,Magdeburg,Mediterranean,Falafel,73.87,2.3,3.2
357,Exquisite House Heilbronn,Heilbronn,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),54.63,3.6,1.9
358,Authentic Flavors Berlin,Berlin,Chinese,Mapo Tofu,54.91,1.2,2.1
359,Tasty Heaven Gelsenkirchen,Gelsenkirchen,Thai,Som Tum (Papaya Salad),24.88,1.6,3.6
360,Elegant Burger Spot Mainz,Mainz,French,Baguette with Cheese,62.13,2.6,4.5
361,Delicious Table Gelsenkirchen,Gelsenkirchen,Mexican,Guacamole & Chips,3.13,4.5,1.3
362,Sizzling Oasis Wolfsburg,Wolfsburg,German,Eisbein mit Sauerkraut,50.7,1.2,1.5
363,Golden Heaven Bottrop,Bottrop,Mediterranean,Hummus & Pita,5.34,2.8,4.6
364,Gourmet Delights Reutlingen,Reutlingen,Thai,Massaman Curry,38.44,4.2,3.7
365,Tasty Eats Wuppertal,Wuppertal,Mediterranean,Baba Ganoush,74.24,1.1,2.2
366,Fresh Bistro Salzgitter,Salzgitter,French,Escargots,49.27,1.6,4.9
367,Elegant Nest Koblenz,Koblenz,Thai,Massaman Curry,1.9,3.3,1.3
368,Cozy Burger Spot Magdeburg,Magdeburg,Turkish,Pide,72.16,3.1,2.9
369,Zesty Grove Munich,Munich,Chinese,Char Siu Pork,33.13,2.2,1.1
370,Divine Bites Bergisch Gladbach,Bergisch Gladbach,Mediterranean,Paella,36.45,2.8,2.7
371,Smoky Kitchen Mannheim,Mannheim,Indian,Aloo Paratha,20.46,4.5,4.6
372,Elegant Pizza House Cologne,Cologne,Turkish,Manti,39.71,2.2,2.9
373,Smoky Diner Wuppertal,Wuppertal,Indian,Samosa,78.94,1.0,4.0
374,Tasty Bites Mainz,Mainz,Mexican,Tostadas,52.54,3.4,1.2
375,Exotic Retreat Hamburg,Hamburg,Indian,Ras Malai,20.23,3.5,1.3
376,Fresh Flavors Augsburg,Augsburg,Thai,Mango Sticky Rice,2.81,3.4,1.5
377,Flavorful Cafe Stuttgart,Stuttgart,Indian,Aloo Paratha,12.09,1.6,4.5
378,Cozy Heaven Cologne,Cologne,Thai,Green Curry,72.81,2.1,1.8
379,Sizzling Bites Münster,Münster,Mexican,Quesadilla,63.48,3.0,2.6
380,Succulent Burger Spot Lübeck,Lübeck,Mediterranean,Manakeesh,45.43,4.1,3.1
381,Heavenly Hub Wuppertal,Wuppertal,Mexican,Enchiladas,6.12,4.9,4.1
382,Delicious Corner Herne,Herne,Thai,Panang Curry,25.42,4.0,4.5
383,Divine Food Spot Erlangen,Erlangen,Mexican,Ceviche,60.88,2.2,4.9
384,Fresh Bistro Münster,Münster,Turkish,Kumpir,36.63,2.1,1.7
385,Vibrant Tavern Munich,Munich,Mediterranean,Tzatziki,64.9,2.7,2.4
386,Crispy Diner Potsdam,Potsdam,German,Currywurst,41.71,2.3,3.3
387,Smoky Cafe Dortmund,Dortmund,German,Brezel mit Obatzda,10.57,4.4,2.4
388,Authentic Diner Münster,Münster,Turkish,Lahmacun Wrap,8.77,3.0,1.8
389,Zesty Gastronomy Wolfsburg,Wolfsburg,German,Labskaus,77.71,2.0,1.3
390,Sizzling Retreat Lübeck,Lübeck,French,Quiche Lorraine,79.63,1.6,1.2
391,Flavorful Den Berlin,Berlin,Indian,Pav Bhaji,48.19,2.1,2.7
392,Juicy Retreat Kassel,Kassel,French,Moules Marinières,70.06,3.6,4.2
393,Grand Grill Mainz,Mainz,Mediterranean,Greek Salad,26.09,2.0,4.1
394,Delicious Food Spot Erlangen,Erlangen,Thai,Mango Sticky Rice,45.62,2.8,3.7
395,Tasty Cuisine Koblenz,Koblenz,Turkish,Etli Ekmek,27.92,2.0,3.0
396,Exotic Heaven Frankfurt am Main,Frankfurt am Main,Turkish,Kumpir,60.84,3.3,1.9
397,Fusion Grove Bottrop,Bottrop,Thai,Pad Thai,4.14,4.6,3.9
398,Savory Kitchen Frankfurt am Main,Frankfurt am Main,French,Moules Marinières,39.23,4.7,1.1
399,Zesty Oasis Wolfsburg,Wolfsburg,French,French Onion Soup,50.31,4.4,3.5
400,Divine Tavern Duisburg,Duisburg,Mexican,Quesadilla,12.02,4.5,4.6
401,Succulent Retreat Chemnitz,Chemnitz,Mexican,Pozole,66.46,3.8,4.3
402,Royal Tavern Essen,Essen,Mediterranean,Briam,51.51,2.7,4.6
403,Royal Corner Heilbronn,Heilbronn,German,Kartoffelsalat,31.28,1.0,2.7
404,Sizzling Flavors Trier,Trier,Turkish,Pide,73.88,3.5,3.9
405,Flavorful Cafe Augsburg,Augsburg,Italian,Parmigiana,62.52,4.0,2.3
406,Exotic Hub Düsseldorf,Düsseldorf,Thai,Tod Mun Pla (Fish Cakes),18.55,2.1,2.3
407,Fusion Table Hamburg,Hamburg,Indian,Pani Puri,22.34,1.8,4.9
408,Rustic Oasis Frankfurt am Main,Frankfurt am Main,Thai,Pad Kra Pao,76.89,4.2,1.9
409,Royal Nest Leipzig,Leipzig,Mexican,Fajitas,26.89,2.5,1.9
410,Smoky Pizza House Essen,Essen,Indian,Chicken Tikka Masala,66.39,1.3,3.2
411,Royal Gastronomy Nuremberg,Nuremberg,Japanese,Udon Noodles,24.9,4.6,3.6
412,Exotic Barbecue Dortmund,Dortmund,Indian,Chicken Tikka Masala,63.3,3.0,3.8
413,Heavenly Burger Spot Mainz,Mainz,Japanese,Unagi Don,5.24,2.1,3.6
414,Succulent Food Spot Essen,Essen,Mediterranean,Greek Salad,2.42,4.1,4.3
415,Golden Tavern Bielefeld,Bielefeld,Japanese,Gyoza,26.69,3.0,4.0
416,Zesty Food Spot Lübeck,Lübeck,Mediterranean,Kibbeh,22.21,3.4,4.8
417,Heavenly Heaven Leipzig,Leipzig,French,Bouillabaisse,72.59,1.4,3.3
418,Grand Pizza House Bottrop,Bottrop,Chinese,Fried Rice,66.82,1.1,1.5
419,Yummy Tavern Nuremberg,Nuremberg,French,Croissant,30.16,5.0,2.2
420,Smoky Cuisine Aachen,Aachen,Turkish,Karniyarik,55.37,3.6,1.7
421,Royal Cellar Frankfurt am Main,Frankfurt am Main,Italian,Penne Arrabbiata,7.25,1.6,3.1
422,Succulent Bistro Bonn,Bonn,Thai,Larb Gai,19.92,3.5,1.9
423,Royal Bites Göttingen,Göttingen,Thai,Kanom Krok (Coconut Pancakes),24.17,1.4,2.3
424,Royal Tavern Mainz,Mainz,Mexican,Enchiladas,15.88,3.8,4.1
425,Flavorful Nest Herne,Herne,French,Croissant,79.99,3.6,2.3
426,Flavorful Nest Herne,Herne,Italian,Tagliatelle al Tartufo,21.43,3.0,1.9
427,Exotic Feast Dresden,Dresden,German,Zwiebelkuchen,4.9,1.8,2.0
428,Tasty House Augsburg,Augsburg,Mediterranean,Greek Salad,76.33,1.4,4.4
429,Authentic Diner Bonn,Bonn,Turkish,Lahmacun Wrap,65.22,3.1,3.7
430,Exotic Den Bielefeld,Bielefeld,Chinese,Bok Choy Stir Fry,3.37,1.9,3.4
431,Juicy House Hanover,Hanover,Mediterranean,Baba Ganoush,19.35,3.2,4.5
432,Succulent Nest Pforzheim,Pforzheim,Thai,Kanom Krok (Coconut Pancakes),75.23,3.3,4.9
433,Succulent Food Spot Herne,Herne,Thai,Panang Curry,72.5,4.8,3.8
434,Yummy Grill Magdeburg,Magdeburg,German,Labskaus,16.37,3.7,3.2
435,Grand Grill Hamburg,Hamburg,Italian,Tagliatelle al Tartufo,4.93,1.7,3.6
436,Juicy Food Spot Reutlingen,Reutlingen,Chinese,Century Egg Congee,53.64,1.1,1.5
437,Grand Cellar Göttingen,Göttingen,German,Currywurst,49.8,2.9,2.5
438,Grand Heaven Münster,Münster,Turkish,Lahmacun Wrap,45.6,2.6,2.6
439,Divine Grove Bottrop,Bottrop,Mexican,Pozole,56.2,1.3,4.1
440,Exquisite Corner Kassel,Kassel,Mexican,Mole Poblano,47.26,4.0,1.7
441,Smoky Kitchen Bochum,Bochum,German,Bratwurst,40.93,3.1,3.7
442,Divine Resto Nuremberg,Nuremberg,German,Leberkäse,14.69,2.9,3.7
443,Divine Burger Spot Munich,Munich,Thai,Tod Mun Pla (Fish Cakes),26.9,1.5,1.7
444,Yummy Den Chemnitz,Chemnitz,Indian,Tandoori Chicken,53.0,3.9,4.6
445,Elegant Kitchen Hanover,Hanover,Turkish,Lahmacun Wrap,17.99,4.6,1.8
446,Fresh Bistro Dresden,Dresden,Chinese,Char Siu Pork,75.4,2.3,3.5
447,Sizzling Eats Essen,Essen,Chinese,Hot and Sour Soup,66.43,2.3,2.9
448,Tasty Bistro Kassel,Kassel,Chinese,Dim Sum,13.12,3.2,2.4
449,Zesty Tavern Magdeburg,Magdeburg,French,Ratatouille,77.83,2.3,3.7
450,Fusion Oasis Stuttgart,Stuttgart,Thai,Tom Yum Soup,50.28,3.3,2.1
451,Exotic Barbecue Magdeburg,Magdeburg,German,Rinderroulade,8.01,2.1,3.3
452,Cozy Eats Bochum,Bochum,German,Leberkäse,77.83,3.4,1.3
453,Spicy Den Stuttgart,Stuttgart,French,French Onion Soup,14.62,3.5,3.2
454,Savory Eats Dortmund,Dortmund,Mexican,Tacos,18.32,1.9,2.1
455,Zesty Barbecue Bielefeld,Bielefeld,Indian,Pav Bhaji,65.25,4.9,3.0
456,Golden Food Spot Mülheim,Mülheim,Mexican,Fajitas,66.53,3.6,2.0
457,Cozy Burger Spot Kassel,Kassel,Japanese,Takoyaki,59.19,1.9,3.6
458,Authentic Tavern Siegen,Siegen,Italian,Penne Arrabbiata,45.81,2.3,4.5
459,Savory Cuisine Wolfsburg,Wolfsburg,Mediterranean,Falafel,79.09,4.5,1.7
460,Fusion Cafe Herne,Herne,Indian,Samosa,19.02,1.6,1.4
461,Royal Cafe Mülheim,Mülheim,Thai,Khao Pad Sapparod (Pineapple Fried Rice),36.89,3.2,4.6
462,Smoky Kitchen Koblenz,Koblenz,Japanese,Shabu Shabu,14.44,3.3,1.3
463,Zesty Delights Bremerhaven,Bremerhaven,Indian,Pani Puri,72.46,2.0,1.1
464,Smoky Retreat Bonn,Bonn,French,Cassoulet,64.64,1.1,4.0
465,Crispy Heaven Bochum,Bochum,Indian,Rogan Josh,16.17,4.1,5.0
466,Yummy Kitchen Munich,Munich,Mexican,Nachos,17.48,2.2,4.2
467,Flavorful Gastronomy Heidelberg,Heidelberg,Chinese,Fried Rice,13.37,1.9,3.8
468,Zesty Cellar Hanover,Hanover,Turkish,Cacik,48.47,4.3,3.3
469,Tasty Kitchen Wuppertal,Wuppertal,Mediterranean,Shakshuka,45.65,1.2,3.5
470,Juicy Nest Pforzheim,Pforzheim,Japanese,Ramen Bowl,19.0,1.5,4.3
471,Fusion Food Spot Stuttgart,Stuttgart,Thai,Satay Skewers,21.76,4.3,4.2
472,Succulent Grill Münster,Münster,German,Kartoffelsalat,12.62,4.7,3.0
473,Delicious Nest Herne,Herne,French,Escargots,18.83,2.4,3.3
474,Crispy Flavors Bielefeld,Bielefeld,Mediterranean,Greek Salad,8.86,5.0,2.5
475,Rustic Tavern Essen,Essen,Japanese,Gyoza,65.23,1.1,4.6
476,Tasty Cuisine Salzgitter,Salzgitter,Japanese,Udon Noodles,64.12,3.8,1.0
477,Vibrant Barbecue Bielefeld,Bielefeld,German,Kartoffelsalat,20.27,4.9,3.3
478,Exquisite Tavern Hanover,Hanover,Mediterranean,Kibbeh,39.86,4.5,2.5
479,Tasty Heaven Kassel,Kassel,Mexican,Chiles Rellenos,19.33,3.7,3.8
480,Delicious Bistro Chemnitz,Chemnitz,German,Haxe (Pork Knuckle),24.91,4.9,1.9
481,Fresh Bistro Siegen,Siegen,Indian,Rogan Josh,4.19,1.4,2.4
482,Succulent Grill Munich,Munich,Thai,Som Tum (Papaya Salad),68.75,2.4,2.8
483,Juicy Den Potsdam,Potsdam,Indian,Aloo Paratha,76.47,1.6,4.6
484,Fusion Food Spot Lübeck,Lübeck,Thai,Som Tum (Papaya Salad),7.67,1.4,2.9
485,Exquisite Cuisine Cologne,Cologne,Indian,Pani Puri,28.64,2.4,3.1
486,Royal Food Spot Mannheim,Mannheim,Chinese,Wonton Soup,19.53,2.2,4.3
487,Spicy Delights Duisburg,Duisburg,Mexican,Chiles Rellenos,39.68,1.2,4.8
488,Crispy Flavors Mülheim,Mülheim,Mediterranean,Tabbouleh,65.12,3.5,4.4
489,Grand Resto Mannheim,Mannheim,Turkish,Baklava,22.01,2.1,3.5
490,Elegant Cuisine Halle (Saale),Halle (Saale),Mexican,Guacamole & Chips,34.56,1.2,2.8
491,Grand Cuisine Mannheim,Mannheim,French,Coq au Vin,15.12,2.5,1.0
492,Grand Table Essen,Essen,German,Spätzle,67.77,2.4,3.6
493,Zesty Pizza House Aachen,Aachen,Thai,Pad Kra Pao,6.99,2.5,2.2
494,Fusion Palace Aachen,Aachen,Japanese,Teriyaki Chicken,63.48,1.9,3.8
495,Vibrant Den Kassel,Kassel,Chinese,Hot and Sour Soup,4.02,2.4,3.1
496,Rustic Gastronomy Halle (Saale),Halle (Saale),Italian,Parmigiana,65.93,2.6,4.9
497,Succulent Grove Stuttgart,Stuttgart,Japanese,Soba Noodles,64.96,1.6,4.1
498,Royal Den Herne,Herne,German,Käsespätzle,12.99,2.7,1.6
499,Elegant Eats Göttingen,Göttingen,Thai,Khao Soi,77.65,1.3,4.7
500,Flavorful Cafe Nuremberg,Nuremberg,Thai,Tom Yum Soup,44.62,2.7,4.8
501,Exquisite Cafe Chemnitz,Chemnitz,Mexican,Ceviche,27.01,5.0,2.3
502,Golden House Erlangen,Erlangen,Thai,Tod Mun Pla (Fish Cakes),3.21,4.3,3.7
503,Royal Nest Duisburg,Duisburg,Turkish,Kumpir,13.08,3.6,4.2
504,Smoky Diner Leverkusen,Leverkusen,Mediterranean,Kibbeh,17.26,2.5,2.2
505,Elegant Resto Mannheim,Mannheim,French,Baguette with Cheese,41.85,2.8,3.0
506,Golden Resto Kassel,Kassel,Chinese,Sichuan Hot Pot,73.92,4.2,4.7
507,Exotic Retreat Bottrop,Bottrop,German,Matjes Brötchen,28.2,2.0,3.2
508,Savory Pizza House Bonn,Bonn,Mediterranean,Falafel,62.24,1.8,1.4
509,Savory Cellar Regensburg,Regensburg,Italian,Lasagna,68.2,1.5,4.5
510,Gourmet Gastronomy Frankfurt am Main,Frankfurt am Main,Chinese,Sesame Chicken,51.44,2.0,1.2
511,Royal Tavern Mülheim,Mülheim,Turkish,Döner Kebab,39.56,2.8,2.5
512,Authentic Feast Münster,Münster,German,Haxe (Pork Knuckle),28.19,4.9,4.2
513,Flavorful Kitchen Wuppertal,Wuppertal,German,Matjes Brötchen,50.58,2.3,2.2
514,Golden Den Kassel,Kassel,Japanese,Teriyaki Chicken,58.21,4.6,4.4
515,Sizzling Delights Hanover,Hanover,Turkish,Etli Ekmek,23.33,2.4,4.4
516,Rustic Resto Duisburg,Duisburg,Japanese,Miso Soup,77.91,4.8,3.1
517,Exotic Cellar Leverkusen,Leverkusen,Mediterranean,Greek Salad,49.37,3.1,1.8
518,Exquisite Tavern Essen,Essen,Italian,Bruschetta,74.9,3.4,4.0
519,Delicious Cuisine Mannheim,Mannheim,Italian,Parmigiana,45.76,4.7,3.7
520,Gourmet Food Spot Düsseldorf,Düsseldorf,Mexican,Tostadas,31.73,2.3,2.4
521,Divine Heaven Bottrop,Bottrop,German,Schnitzel,56.32,4.2,1.8
522,Golden Delights Dortmund,Dortmund,Chinese,Sichuan Hot Pot,12.19,3.5,1.7
523,Grand Flavors Potsdam,Potsdam,Turkish,Döner Kebab,15.05,3.1,4.2
524,Golden Retreat Frankfurt am Main,Frankfurt am Main,Mexican,Churros,18.1,3.5,2.8
525,Flavorful Tavern Dresden,Dresden,Turkish,Etli Ekmek,60.32,2.1,4.2
526,Tasty Grove Herne,Herne,Mediterranean,Hummus & Pita,65.52,2.3,3.0
527,Authentic Pizza House Salzgitter,Salzgitter,Thai,Thai Fried Rice,55.41,2.9,2.2
528,Zesty Den Halle (Saale),Halle (Saale),Chinese,Peking Duck,62.08,3.5,2.5
529,Tasty Oasis Leipzig,Leipzig,Indian,Chole Bhature,57.29,2.7,3.2
530,Rustic Feast Koblenz,Koblenz,Chinese,Century Egg Congee,46.6,2.6,4.2
531,Grand Grill Magdeburg,Magdeburg,Chinese,Mapo Tofu,71.21,2.3,2.8
532,Delicious Cellar Braunschweig,Braunschweig,Turkish,Köfte,51.16,3.4,2.6
533,Golden Resto Halle (Saale),Halle (Saale),Italian,Minestrone Soup,64.56,4.2,3.1
534,Smoky Retreat Nuremberg,Nuremberg,Mediterranean,Hummus & Pita,37.28,2.4,1.2
535,Succulent Diner Leverkusen,Leverkusen,Italian,Ossobuco,45.73,4.1,2.6
536,Yummy Diner Reutlingen,Reutlingen,Japanese,Okonomiyaki,77.74,3.6,4.1
537,Exquisite Diner Munich,Munich,Indian,Biryani,73.68,1.4,4.9
538,Flavorful Cuisine Gelsenkirchen,Gelsenkirchen,Italian,Caprese Salad,79.45,2.2,4.2
539,Gourmet Gastronomy Mülheim,Mülheim,French,Baguette with Cheese,54.6,3.7,2.9
540,Vibrant Flavors Bergisch Gladbach,Bergisch Gladbach,Italian,Bolognese Pasta,46.9,2.5,4.1
541,Sizzling Corner Pforzheim,Pforzheim,Chinese,Lotus Root Salad,41.18,1.5,1.1
542,Heavenly Nest Lübeck,Lübeck,Chinese,Kung Pao Chicken,47.8,2.0,1.0
543,Vibrant Burger Spot Potsdam,Potsdam,French,Beef Bourguignon,11.47,3.5,2.9
544,Yummy Food Spot Wolfsburg,Wolfsburg,Indian,Chicken Tikka Masala,64.5,1.7,4.9
545,Succulent Bites Bielefeld,Bielefeld,German,Labskaus,41.89,3.9,2.2
546,Zesty Resto Göttingen,Göttingen,Mediterranean,Greek Salad,62.73,3.6,3.3
547,Flavorful Food Spot Bielefeld,Bielefeld,German,Pretzel & Beer,72.21,3.8,4.5
548,Smoky Diner Duisburg,Duisburg,Chinese,Century Egg Congee,8.77,2.4,1.7
549,Flavorful Barbecue Braunschweig,Braunschweig,German,Currywurst,68.15,1.3,2.0
550,Rustic Corner Pforzheim,Pforzheim,Chinese,Sichuan Hot Pot,42.63,1.1,1.6
551,Zesty Retreat Oberhausen,Oberhausen,Mexican,Churros,25.26,2.8,3.6
552,Exotic Nest Wuppertal,Wuppertal,Turkish,Menemen,39.92,1.9,4.0
553,Heavenly Delights Leipzig,Leipzig,Turkish,Etli Ekmek,55.89,4.4,4.8
554,Grand Cuisine Hanover,Hanover,Mexican,Tostadas,10.69,2.4,1.8
555,Grand Grill Mannheim,Mannheim,Japanese,Tempura,30.64,1.8,2.9
556,Tasty Tavern Potsdam,Potsdam,Indian,Chicken Tikka Masala,71.56,1.6,3.9
557,Fusion Barbecue Reutlingen,Reutlingen,Chinese,Wonton Soup,21.87,2.1,2.2
558,Fusion Bistro Bielefeld,Bielefeld,Italian,Caprese Salad,45.98,4.0,2.2
559,Smoky Flavors Heilbronn,Heilbronn,Mediterranean,Tzatziki,78.88,1.9,4.8
560,Flavorful Nest Bergisch Gladbach,Bergisch Gladbach,Indian,Palak Paneer,33.03,4.8,4.3
561,Exquisite Cuisine Chemnitz,Chemnitz,Thai,Green Curry,61.83,3.6,1.1
562,Authentic Tavern Hamburg,Hamburg,Japanese,Takoyaki,30.65,1.1,1.4
563,Smoky Cafe Erlangen,Erlangen,Turkish,Döner Kebab,72.35,2.0,3.2
564,Zesty Retreat Gelsenkirchen,Gelsenkirchen,Japanese,Onigiri,73.9,5.0,1.8
565,Yummy Tavern Bottrop,Bottrop,German,Labskaus,39.94,3.8,2.6
566,Juicy Cuisine Leverkusen,Leverkusen,Japanese,Chirashi Sushi,50.68,1.1,1.7
567,Spicy Eats Leverkusen,Leverkusen,Mediterranean,Manakeesh,3.28,3.1,3.7
568,Fusion Flavors Kassel,Kassel,Japanese,Takoyaki,37.75,3.8,4.1
569,Zesty Bites Herne,Herne,French,Quiche Lorraine,43.44,1.3,2.6
570,Divine Oasis Bonn,Bonn,French,Crème Brûlée,51.9,3.3,2.5
571,Golden House Magdeburg,Magdeburg,Mediterranean,Saganaki,36.6,1.2,2.0
572,Tasty Palace Wuppertal,Wuppertal,Mexican,Elote,38.22,1.9,1.4
573,Gourmet Cafe Dortmund,Dortmund,Indian,Dal Makhani,49.42,2.3,4.3
574,Vibrant Bistro Heidelberg,Heidelberg,Chinese,Char Siu Pork,5.45,2.3,2.0
575,Smoky Den Berlin,Berlin,Mediterranean,Spanakopita,79.72,4.1,4.8
576,Flavorful Feast Wolfsburg,Wolfsburg,Mexican,Churros,72.41,3.3,4.3
577,Delicious Delights Halle (Saale),Halle (Saale),Mediterranean,Moussaka,11.79,1.7,1.7
578,Vibrant Grove Heidelberg,Heidelberg,Mediterranean,Hummus & Pita,22.25,2.5,4.7
579,Divine Barbecue Wuppertal,Wuppertal,German,Kartoffelsalat,52.97,4.0,3.4
580,Royal Barbecue Reutlingen,Reutlingen,Indian,Idli Sambar,61.47,2.7,2.4
581,Cozy Eats Stuttgart,Stuttgart,Italian,Calzone,40.62,1.6,2.0
582,Golden Delights Bonn,Bonn,Indian,Butter Chicken,67.98,2.8,1.6
583,Vibrant Tavern Heidelberg,Heidelberg,Japanese,Unagi Don,53.52,3.2,3.6
584,Grand Feast Halle (Saale),Halle (Saale),Indian,Chole Bhature,43.32,4.5,1.6
585,Gourmet Cafe Bremerhaven,Bremerhaven,German,Spätzle,19.05,4.6,4.5
586,Elegant Eats Bochum,Bochum,Italian,Risotto,59.61,3.4,2.7
587,Delicious Cuisine Bochum,Bochum,Mediterranean,Dolma,48.12,2.4,1.0
588,Flavorful Tavern Düsseldorf,Düsseldorf,Thai,Tom Kha Gai,42.79,2.6,4.5
589,Sizzling Pizza House Munich,Munich,Mediterranean,Greek Salad,65.04,3.2,4.7
590,Savory Cellar Wuppertal,Wuppertal,Turkish,Hamsili Pilav,74.8,4.8,3.5
